Name
Detroit Chinese Engineer Association
Detroit Christian Schools of Excellence
Detroit Christian Schools of Excellence
Detroit Christo Rey High School
Detroit Community High (DCH) Printing
Detroit Country Day School
Detroit Cristo Rey High School
Detroit Dance Collective
Detroit Department of Transportation
Detroit Development Fund
Detroit Economic Growth Association
Detroit Edison Public School Academy
Detroit Educational Television Network
Detroit Elders Project
Detroit Executive Service Corps
Detroit Food Policy Council
Detroit Health Care for the Homeless dba Advantage Health Centers
Detroit Hispanic Development Corporation
Detroit Historical Society
"Detroit Impact, Inc"
Detroit Institute for Children
Detroit Institute of the Arts
Detroit Institute of the Arts - Metro Area Outreach
Detroit International Jazz Festival
Detroit Journal
Detroit Land Bank Authority
Detroit Ledger
Detroit Midtown Micro-Enterprise Fund Corporation 
Detroit Parent Network
"Detroit Performing Artists, Inc"
Detroit Police Department
Detroit Public Library Friends Foundation
Detroit Public Television
"Detroit Regional Chamber Foundation, Inc"
Detroit Repertory Theatre
Detroit Rescue Mission Ministries
"Detroit Riverfront Conservancy, Inc"
Detroit Rotary Foundation
Detroit Science Center
Detroit SOUP
Detroit Symphony Orchestra
Detroit Threat Management
"Detroit Urban League, Inc"
Detroit Urban Lutheran School
Detroit Wayne County Health Authority
Detroit Youth Food Brigade
Detroit Youth Foundation
Detroit Zoological Society
Detroit-Windsor Dance Academy
Detroiters Working for Environmental Justice
"Development Centers, Inc"
Digital Public Library of America: Open Knowledge Commons
Dominican Literacy Center
"Don Bosco Hall, Inc"
"Downtown Detroit Partnership, Inc"
DTE Energy Foundation
East Michigan Christian Community Development Association
East Michigan Environmental Action Council
Eastern Market Corporation
Ecumenical Theological Seminary
Edison Institute
Education Achievement Authority
"Educational Trust, Inc"
Effective Alternative Community Housing
Elegance of the Rust Belt
"Elliottorian Business and Professional Women's Club, Inc"
"Elmhurst Home, Inc"
Empowerment Plan: Sleeping Bag Coats Made By and For the Homeless
Engineering Society of Detroit
Equality Michigan
Erb Foundation
Erma L. Henderson Academy DPS
"Eta Phi Beta Sorority Foundation, Inc"
Evangelical Homes of Michigan
Evolution of Nandi's Cafe
Excellent Schools Detroit
Fair Housing Center of Metropolitan Detroit
Faith Covenant Church
"Family Service, Inc"
Family Victory Fellowship
Federation of Youth Services
Fellowship Chapel
Fender Bender Detroit
First Book
FIRST in Michigan
Fisher Foundation
Focus on the Family
Focus: HOPE
Food Gatherers
Ford Foundation
"Forgotten Harvest, Inc"
Fort Street Presbyterian Church
Franco Public Relations Group
"Franklin-Wright Settlements, Inc"
Frederick Douglass College Prep Academy
"Free Press Charities, Inc"
Freedom Institute for Economic Social Justice & People Empowerment
Freelance Photography
"Friends of Assumption Foundation, Inc"
Friends of Belle Isle
Friends School in Detroit
Funders Network for Smart Growth & Liveable Communities
Generation of Promise Program
Get Fresh Cart: Health Education in Party Stores
Girl Scouts of Southeastern Michigan
Girls Who Code
"Gleaners Community Food Bank, Inc"
Goodwill Industries of Greater Detroit
Grace Episcopal Church
Grandmont Rosedale Development Corporation
Grandmont Rosedale: Love Where You Live Project
Great Lakes Chamber Music Festival - Detroit Chamber Winds
Great Lakes Environmental Law Center
Greater Detroit Agency for the Blind and Visually Impaired
Greater New Mt Moriah Baptist Church
Green Door Initiative
Green Place Detroit
Greening of Detroit
Habitat for Humanity Metro Detroit
Harriet Tubman Center for Recruitment and Development of Organizers
"Harriet Tubman Center, Inc"
Hatch Detroit
"Heartline, Inc"
Heat and Warmth Fund (THAW)
Heidelberg Project
"Heifer Project International, Inc"
Help People See Maggie Lee
Henry Ford Health System
Henry Ford Health System Foundation
Her Detroit 
Heritage Works
Highland Park Hoop House Build
Hilberry Theatre
Holy Cross Children's Services
Holy Name Church
"Hope Hospice and Community Services, Inc"
Horatio Williams Foundation
"Hospice of Michigan, Inc"
Hudson-Webber Foundation
I Am Young Detroit 2.0 & Cityspotters
iCritic Detroit
Independent Sector
Inland Press
Inside Southwest Detroit: Resident Interviews
InsideOut Literary Arts Project
"Institute for Research and Reform in Education, Inc"
International Institute Foundation
"International Institute of Metropolitan Detroit, Inc"
Invest Detroit Foundation
"Jackets for Jobs, Inc"
"James Tatum Foundation for the Arts, Inc"
Japan-American Society of Greater Detroit
Jefferson East Business Association
"Jefferson East, Inc"
Jewish Federation of Metropolitan Detroit
Jewish Vocational Service Community Workshop
JFM Consulting Group
"Joy of Jesus, Inc"
Joy-Southfield Community Development Corporation
"Junior Achievement of Southeastern Michigan, Inc"
KaBOOM!
Kappa Detroit Foundation
KEB & Associates
Keep Growing Detroit
Keeping our Produce Safe - Eastside Garden
Kellogg Foundation
Kendall Community Development Corporation
Kidz Times
Knight Detroit Children's Book Fair at Charles H. Wright Museum of African American History
Knight Detroit Museum Fund
Knight Foundation
Knox Presbyterian Church
Kresge Foundation
"L & L Adult Day Care, Inc"
L.I.F.T. Women's Resource Center
Lambert Sanctuaries Greater Woodward Community Development Corporation  
"Land Assembly for Neighborhood Development, Inc"
"Latin Americans for Social and Economic Development, Inc"
"Latino Family Services, Inc"
Legal Aid and Defender Association
Life Challenge of Southeastern Michigan
Lions Hearing Center of Michigan
Live from Orchestra Hall digital content - Detroit Symphony Orchestra
Live N Kindness CDC
Living Arts
"Living Cities, Inc"
Local Data
Local Initiatives Support Corporation (LISC)
Loki Films LLC
Loyola High School
"M.O.O.R.E. Community Council, Inc"
"Man Power Mentoring, Inc"
Manna Community Meals
Mariners Inn
Marygrove College
Matrix Human Services
"Matrix Theatre Company, Inc"
Maurice and Jane Sugar Law Center for Economic and Social Justice
McGregor Fund
Mercy Education Project
Methodist Children's Home Society
Metro Detroit AFL-CIO Joint Council
Metropolitan Affairs Coalition
Metropolitan Organizing Strategy Enabling Strength (MOSES)
Metropolitan United Methodist Church
MI*Voice
Michigan Coalition for Human Rights
Michigan Colleges Foundation
Michigan Community Resources
"Michigan Future, Inc"
Michigan League for Human Services
Michigan Legal Services
Michigan Manufacturing Technology Center
Michigan Nonprofit Association (MNA)
Michigan Opera Theatre
Michigan Opportunities and Resources for Entrepreneurs (MORE)
Michigan Philharmonic
Michigan Roundtable for Diversity and Inclusion
Michigan Science Center
Michigan Security Network
Michigan State University
Michigan Suburbs Alliance
Michigan Thanksgiving Parade Foundation
Michigan Veterans Foundation
Michigan Women's Foundation
Michigan's Children
Michigan's Thanksgiving Parade Foundation
Midnight Golf Program
"Midtown Detroit, Inc"
Midtown Sound Radio Station
MiVote.org - Detroit Educational Television Foundation
Mobilize.org: Democracy 2.0 - Mobilizing America's Youth
Moms and Babes Too
Mosaic Youth Theatre of Detroit
"Motor City Blight Busters, Inc"
Motown Historical Museum
Mt Moriah Community Development Corporation
Museum of Contemporary Art Detroit (MOCAD)
"Music Hall Center for the Performing Arts, Inc"
NAACP - Detroit Branch
"National Association of Black Accountants, Inc"
National Association of Charter School Authorizers
National Citizenship Collaboration - Immigrant Legal Resource Center
National Community Development Institute
National Council on Alcoholism and Drug Dependence Greater Detroit Area
"National Urban Fellows, Inc"
Neighborhood Club
Neighborhood Funders Group
Neighborhood Legal Services Michigan
Neighborhood Service Organization
New Common School Foundation
"New Detroit, Inc"
New Economy Initiative
New Michigan Media/Issue Media Group
New Paradigm for Education
New Urban Learning
New Urban Learning Leasehold Holding I
Next Top Chef Detroit
NextEnergy
Northeast Guidance Center
Northend Community Development Corporation
"Northwest Community Programs, Inc"
Ocelot Print Shop
"Odditorium Detroit, the Blog"
Old Newsboys' Goodfellows Fund of Detroit
"One of Us, Inc"
Operation Get Down
Ophthalmology Clinic
Optimist Club Foundation of Central Detroit
Our Lady Gate of Heaven Church
Pay it Forward Initiative
Payne-Pullman School of Trade and Commerce
People of Detroit Photodocumentary
People's Community Services of Metropolitan Detroit
Pewabic Pottery
"Pewabic Society, Inc"
Plowshares Theatre Company
PolicyLink
Power House Productions
Prevailing Community Development Corporation
Prevention Network
Pro-Literacy Detroit
"Project for Public Spaces, Inc"
"Project SEED, Inc"
Promise Village Home for Children
Province of St Joseph of the Capuchin Order
Public School Academies of Detroit
PuppetART
Quality Behavioral Health
Rackham Symphony Choir
Racquet Up Detroit
Random Acts of Culture: Detroit - Sphinx Organization
Rebel Nel
"Rebirth, Inc"
Regents of the University of Michigan
"Rehabilitation Institute, Inc"
Renaissance High School 
Renegade' Series - University Musical Society
Replanting Roots
"Restaurant Opportunities Center United, Inc"
Rhiza Food Company
"River Resurgence Pageant: Matrix Theatre Company, Inc"
Ronald McDonald House Charities of Southeastern Michigan
Rosa L. Parks Scholarship Foundation
Royal Transportation
"Ruth Ellis Center, Inc"
Sacred Heart Major Seminary Foundation
Samaritan Center
SAY Detroit
Scarab Club
School District of the City of Detroit
Schools for the Future: Developing New High School Pathways and Innovations for At-Risk and Struggling Students
Seeding a Neighborhood Association
"SER Metro Detroit Jobs for Progress, Inc"
"Shoot Film, Not People"
Shorebank Enterprise Detroit
"Sickle Cell Disease Association of America Michigan Chapter, Inc"
Sisters Acquiring Financial Empowerment
Skillman Foundation
Skillman Scholars Program - Individual Skillman College Scholarships
Society of St Vincent de Paul - Detroit
Southeast Michigan Community Alliance
Southeastern Michigan Health Association
"Southwest Community Mental Health Services Group, Inc"
"Southwest Counseling Solutions, Inc"
Southwest Detroit Business Association
Southwest Detroit Community Benefits Coalition
Southwest Detroit Environmental Vision Project
Southwest Housing Solutions Corporation
Southwest Rides
"Southwest Solutions, Inc"
Spaulding Court
"Sphinx Organization, Inc"
Springboard for the Arts
SS Peter and Paul Jesuit Church
St Boniface Church
St Christine Community Services
St John Community Center
St John Community Health Investment Corporation
St John Health Foundation
St John Hospital and Medical Center
St John's/St Luke's Evangical United Church of Detroit
St Maron Maronite Catholic Church
"St Patrick Senior Center, Inc"
Starfish Family Services
State of Michigan
State Voices
Stratford Shakespearean Festival of America
Strong & Beautiful
Student African American Brotherhood
Take the Time: A Detroit Coloring Book
"Teach for America, Inc"
Teen HYPE Youth Development Program
The Foundation Center
The Parade Company
The Salvation Army
The Salvation Army Eastern Michigan Division
The Society of St Vincent DePaul Detroit
The YES Foundation
"The Yuinon, Inc"
Theodore Levin Memorial Foundation
"Think Detroit PAL, Inc"
"Third Sector New England, Inc"
Thompson Educational Foundation
Thompson Foundation
"Transportation Riders United, Inc"
Traveler Aid Society of Metropolitan Detroit
"Triangle Foundation, Inc"
Turning Point Education Fund
Twinning Towns: Leipzig - Detroit
U-SNAP-BAC
United Community Housing Coalition
United Health Organization
United Jewish Foundation
"United Negro College Fund, Inc"
United Sisters of Charity
United Way for Southeastern Michigan
University Cultural Center Association
University Hospital Association
University Liggett School
University of Detroit Jesuit High School
University of Detroit Mercy
University of Michigan
University Preparatory Academy
University Research Corridor
"Urban Business Consultant, Inc"
Urban League of Detroit and Southeastern Michigan
"Urban Neighborhood Initiatives, Inc"
Urban Recovery Farm
Vanguard Community Development Corporation
Villages Community Development Corporation
Visiting Artists for Detroit School of Arts - University of Michigan Ann Arbor
"Volunteers in Prevention, Probation and Prisons, Inc"
Vote Detroit
VSA Michigan
Waldorf School Association of Michigan
WARM Training Center
"Warren-Connor Development Coalition, Inc"
Wayne Children's Healthcare Access Program
Wayne County
Wayne County Kidspace
Wayne County Neighborhood Legal Services
Wayne County Sheriff Office
Wayne State University
Wayne State University College of Engineering
Wayne State University Damen Keith Collection
Wayne State University Press
Wayne State University Research & Technology
Wayne State University TechTown
"WDET-FM, Public Radio in Detroit"
We Care Senior Meals Program
Wellspring
Wireless Internet Infrastructure - New America Foundation
Wolverine Solutions Group
"Women of Tomorrow: Philadelphia, Detroit, Charlotte, Palm Beach - Women of Tomorrow Mentor and Scholarship Program"
Women's Leadership Forum
World Medical Relief
Xconomy
"Yellow Tigers, Inc"
YMCA of Metropolitan Detroit
Young Detroit Builders
Young Nation
"Youth Connection, Inc"
Youth Development Commission
YWCA of Metropolitan Detroit
Detroit Foundation
GM Foundation
U.S. Department of Education
U.S. Department of Housing and Urban Development (HUD)
Alliance of Rouge Communities
Belle Isle Conservancy
CultureSource
"Detroit Eastside Community Collaborative, Inc"
International Wildlife Refuge Alliance
Lawrence Technological University
Michigan Environmental Council
Millan Theatre Company
Recovery Park
Sierra Club
Voices for Earth Justice
Detroit Public Safety Foundation
Homeless Action Network of Detroit (HAND)
Reading Works
Wayne County SAFE Program
Michigan College Access Network
Public Insights Project
Direct Designations to Various Agencies (600 Woodward 48226)
Undetermined Allocations (600 Woodward 48226)
